"","DRYER_natura_root_16S_1_NA","DRYER_natura_root_16S_10_NA","DRYER_natura_root_16S_11_NA","DRYER_natura_root_16S_12_NA","DRYER_natura_root_16S_13_NA","DRYER_natura_root_16S_14_NA","DRYER_natura_root_16S_15_NA","DRYER_natura_root_16S_16_NA","DRYER_natura_root_16S_17_NA","DRYER_natura_root_16S_18_NA","DRYER_natura_root_16S_19_NA","DRYER_natura_root_16S_2_NA","DRYER_natura_root_16S_20_NA","DRYER_natura_root_16S_21_NA","DRYER_natura_root_16S_22_NA","DRYER_natura_root_16S_23_NA","DRYER_natura_root_16S_24_NA","DRYER_natura_root_16S_25_NA","DRYER_natura_root_16S_26_NA","DRYER_natura_root_16S_27_NA","DRYER_natura_root_16S_28_NA","DRYER_natura_root_16S_29_NA","DRYER_natura_root_16S_3_NA","DRYER_natura_root_16S_30_NA","DRYER_natura_root_16S_31_NA","DRYER_natura_root_16S_32_NA","DRYER_natura_root_16S_33_NA","DRYER_natura_root_16S_34_NA","DRYER_natura_root_16S_35_NA","DRYER_natura_root_16S_36_NA","DRYER_natura_root_16S_4_NA","DRYER_natura_root_16S_42_NA","DRYER_natura_root_16S_43_NA","DRYER_natura_root_16S_44_NA","DRYER_natura_root_16S_45_NA","DRYER_natura_root_16S_47_NA","DRYER_natura_root_16S_49_NA","DRYER_natura_root_16S_5_NA","DRYER_natura_root_16S_50_NA","DRYER_natura_root_16S_51_NA","DRYER_natura_root_16S_52_NA","DRYER_natura_root_16S_53_NA","DRYER_natura_root_16S_54_NA","DRYER_natura_root_16S_55_NA","DRYER_natura_root_16S_56_NA","DRYER_natura_root_16S_57_NA","DRYER_natura_root_16S_58_NA","DRYER_natura_root_16S_59_NA","DRYER_natura_root_16S_6_NA","DRYER_natura_root_16S_60_NA","DRYER_natura_root_16S_63_NA","DRYER_natura_root_16S_64_NA","DRYER_natura_root_16S_65_NA","DRYER_natura_root_16S_66_NA","DRYER_natura_root_16S_67_NA","DRYER_natura_root_16S_68_NA","DRYER_natura_root_16S_69_NA","DRYER_natura_root_16S_7_NA","DRYER_natura_root_16S_70_NA","DRYER_natura_root_16S_71_NA","DRYER_natura_root_16S_72_NA","DRYER_natura_root_16S_8_NA","DRYER_natura_root_16S_9_NA"
"M07280:134:000000000-KNDHG:1:2109:14129:14530_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2114:5326:17040_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"M07280:134:000000000-KNDHG:1:2110:6795:14490_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2106:19727:7139_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2110:4092:7451_CONS_SUB_SUB_CMP",0,0,0,1,1,0,0,7,0,2,0,0,0,0,0,0,0,0,3,8,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,1,0,0,0,4,0,0,1,0,5,0,0,0,2,1,3,0,5,4,1,0,2,6,0
"M07280:134:000000000-KNDHG:1:1117:20374:19373_CONS_SUB_SUB_CMP",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"M07280:134:000000000-KNDHG:1:1101:6717:3410_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1109:27787:18406_CONS_SUB_SUB_CMP",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1109:21939:24317_CONS_SUB_SUB_CMP",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2117:11759:17663_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2113:24438:17945_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1109:19536:5524_CONS_SUB_SUB",0,2,0,0,3,2,1,3,0,0,6,0,3,0,2,0,0,0,4,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0
"M07280:134:000000000-KNDHG:1:1110:20647:11399_CONS_SUB_SUB",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2117:9905:9350_CONS_SUB_SUB",0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,8,0,2,0,1,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1117:8029:12969_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2110:5997:18558_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1119:13924:4196_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2101:7585:12405_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2117:4318:9044_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1102:12907:3679_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1104:18617:4366_CONS_SUB_SUB_CMP",0,0,0,0,24,6,0,3,4,0,5,0,0,4,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,7,0,3,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2117:26229:10913_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1104:4542:6748_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2105:16577:11152_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,0,0,0,1,0,0,0
"M07280:134:000000000-KNDHG:1:2111:27898:13948_CONS_SUB_SUB",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,6,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,4,0,0
"M07280:134:000000000-KNDHG:1:1112:26171:13715_CONS_SUB_SUB",0,0,0,0,0,0,0,8,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1116:17209:5934_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2102:15301:2362_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2108:13894:16154_CONS_SUB_SUB_CMP",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2111:3439:12633_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1115:20603:14935_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2118:24606:7620_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1114:17287:18031_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"M07280:134:000000000-KNDHG:1:2113:17822:18263_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"M07280:134:000000000-KNDHG:1:1112:13390:16803_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2111:21140:20837_CONS_SUB_SUB",0,0,0,0,3,2,4,7,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4
"M07280:134:000000000-KNDHG:1:2105:26758:5972_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,0,0,0
"M07280:134:000000000-KNDHG:1:1109:1868:11223_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1117:21472:10907_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1101:15262:11460_CONS_SUB_SUB_CMP",0,68,0,48,93,39,90,121,1379,61,1184,373,1247,1552,0,133,149,0,479,214,142,0,1201,0,290,58,0,105,210,67,75,1427,0,162,1151,1730,122,0,43,202,60,501,0,196,40,39,0,0,91,0,118,78,82,49,196,1877,117,47,147,0,105,0,41
"M07280:134:000000000-KNDHG:1:2104:9793:16942_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1103:16855:6036_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2103:16924:16194_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1110:21687:12681_CONS_SUB_SUB",0,0,1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"M07280:134:000000000-KNDHG:1:1110:6966:14973_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1105:10380:18701_CONS_SUB_SUB",0,77,32,67,116,73,28,128,14,111,15,6,10,28,111,161,18,68,62,87,13,23,31,52,26,42,18,4,16,20,14,0,20,40,25,9,7,6,12,85,29,84,19,7,4,20,24,5,18,0,49,47,134,64,77,177,18,21,145,187,53,24,8
"M07280:134:000000000-KNDHG:1:2105:25474:5173_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2102:22505:17497_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1115:15407:17853_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2102:22616:21221_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1101:16561:13769_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2117:21790:13383_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2112:21104:21274_CONS_SUB_SUB_CMP",0,81,66,0,8,0,6,21,0,2,0,0,2,0,10,22,235,2,2,3,6,0,0,8,2,0,4,3,131,19,5,0,15,45,26,0,9,0,3,29,2,22,23,2,0,5,16,13,9,0,6,26,4,3,7,15,5,10,100,3,3,0,36
"M07280:134:000000000-KNDHG:1:2111:24826:17821_CONS_SUB_SUB",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1105:2023:15131_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4,0,0,0
"M07280:134:000000000-KNDHG:1:1101:19973:14899_CONS_SUB_SUB_CMP",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2110:22397:12210_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1107:15132:16971_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1111:17503:11255_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"M07280:134:000000000-KNDHG:1:2116:11810:17252_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"M07280:134:000000000-KNDHG:1:2117:13139:4580_CONS_SUB_SUB",0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2106:21413:11171_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2111:20267:22255_CONS_SUB_SUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"M07280:134:000000000-KNDHG:1:1106:20436:5500_CONS_SUB_SUB_CMP",0,2,0,0,1,2,5,1,1,0,0,0,3,1,1,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
"M07280:134:000000000-KNDHG:1:1109:11360:7811_CONS_SUB_SUB",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2112:15960:17915_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1101:18663:3421_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2103:6605:14542_CONS_SUB_SUB",1,4,4,17,2,1,0,29,0,4,0,0,0,0,16,7,1,8,3,1,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,2,0,1,0,5,0,16,5,3,14,0,0,13,3,3,2,0,0,8,0,2,0,0,3
"M07280:134:000000000-KNDHG:1:2116:5425:9483_CONS_SUB_SUB_CMP",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1115:12189:24016_CONS_SUB_SUB",0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,5,0,0,2,0,0
"M07280:134:000000000-KNDHG:1:2107:9531:4904_CONS_SUB_SUB_CMP",4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,8,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,6,1,1,2,5,0,0
"M07280:134:000000000-KNDHG:1:1109:10089:19859_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2111:12231:10921_CONS_SUB_SUB",20,53,68,65,183,180,47,189,141,112,68,14,72,147,60,359,15,44,70,41,20,15,37,34,21,80,9,0,21,27,9,0,20,37,53,32,9,38,22,162,34,106,22,17,0,39,36,7,20,0,48,57,69,45,70,125,16,27,149,63,43,20,9
"M07280:134:000000000-KNDHG:1:1106:16303:16330_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:2107:16495:15768_CONS_SUB_SUB_CMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"M07280:134:000000000-KNDHG:1:1116:4797:20234_CONS_SUB_SUB",0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0
